date,iso_code,new_cases_smoothed_per_million,new_deaths_smoothed_per_million,weekly_hosp_admissions_per_million
2020-01-03,DEU,,,
2020-01-04,DEU,,,
2020-01-05,DEU,,,
2020-01-06,DEU,,,
2020-01-07,DEU,,,
2020-01-08,DEU,0.002,0.0,
2020-01-09,DEU,0.002,0.0,
2020-01-10,DEU,0.002,0.0,
2020-01-11,DEU,0.0,0.0,
2020-01-12,DEU,0.0,0.0,
2020-01-13,DEU,0.0,0.0,
2020-01-14,DEU,0.0,0.0,
2020-01-15,DEU,0.0,0.0,
2020-01-16,DEU,0.0,0.0,
2020-01-17,DEU,0.0,0.0,
2020-01-18,DEU,0.0,0.0,
2020-01-19,DEU,0.0,0.0,
2020-01-20,DEU,0.0,0.0,
2020-01-21,DEU,0.0,0.0,
2020-01-22,DEU,0.0,0.0,
2020-01-23,DEU,0.0,0.0,
2020-01-24,DEU,0.002,0.0,
2020-01-25,DEU,0.002,0.0,
2020-01-26,DEU,0.002,0.0,
2020-01-27,DEU,0.002,0.0,
2020-01-28,DEU,0.002,0.0,
2020-01-29,DEU,0.005,0.0,
2020-01-30,DEU,0.009,0.0,
2020-01-31,DEU,0.007,0.0,
2020-02-01,DEU,0.014,0.0,
2020-02-02,DEU,0.015,0.0,
2020-02-03,DEU,0.015,0.0,
2020-02-04,DEU,0.017,0.0,
2020-02-05,DEU,0.021,0.0,
2020-02-06,DEU,0.021,0.0,
2020-02-07,DEU,0.022,0.0,
2020-02-08,DEU,0.017,0.0,
2020-02-09,DEU,0.015,0.0,
2020-02-10,DEU,0.015,0.0,
2020-02-11,DEU,0.015,0.0,
2020-02-12,DEU,0.012,0.0,
2020-02-13,DEU,0.01,0.0,
2020-02-14,DEU,0.009,0.0,
2020-02-15,DEU,0.007,0.0,
2020-02-16,DEU,0.009,0.0,
2020-02-17,DEU,0.009,0.0,
2020-02-18,DEU,0.01,0.0,
2020-02-19,DEU,0.009,0.0,
2020-02-20,DEU,0.009,0.0,
2020-02-21,DEU,0.012,0.002,
2020-02-22,DEU,0.012,0.002,
2020-02-23,DEU,0.01,0.002,
2020-02-24,DEU,0.01,0.002,
2020-02-25,DEU,0.009,0.002,
2020-02-26,DEU,0.012,0.002,
2020-02-27,DEU,0.024,0.002,
2020-02-28,DEU,0.062,0.0,
2020-02-29,DEU,0.139,0.0,
2020-03-01,DEU,0.178,0.0,0.288
2020-03-02,DEU,0.238,0.0,0.348
2020-03-03,DEU,0.31,0.0,0.564
2020-03-04,DEU,0.451,0.0,0.792
2020-03-05,DEU,0.706,0.003,0.948
2020-03-06,DEU,0.984,0.005,1.128
2020-03-07,DEU,1.225,0.012,1.619
2020-03-08,DEU,1.429,0.019,1.811
2020-03-09,DEU,1.551,0.021,1.943
2020-03-10,DEU,2.073,0.033,2.207
2020-03-11,DEU,2.947,0.039,2.675
2020-03-12,DEU,3.977,0.053,3.167
2020-03-13,DEU,5.355,0.072,3.874
2020-03-14,DEU,7.548,0.093,4.762
2020-03-15,DEU,9.538,0.12,5.458
2020-03-16,DEU,11.035,0.144,6.345
2020-03-17,DEU,13.931,0.192,8.276
2020-03-18,DEU,18.115,0.26,10.327
2020-03-19,DEU,22.994,0.351,13.566
2020-03-20,DEU,28.236,0.442,16.841
2020-03-21,DEU,32.674,0.579,20.283
2020-03-22,DEU,36.192,0.708,24.217
2020-03-23,DEU,38.393,0.821,26.808
2020-03-24,DEU,41.296,0.984,30.431
2020-03-25,DEU,44.453,1.194,36.008
2020-03-26,DEU,48.013,1.46,41.898
2020-03-27,DEU,51.188,1.806,47.775
2020-03-28,DEU,54.489,2.094,53.617
2020-03-29,DEU,56.829,2.354,58.402
2020-03-30,DEU,58.226,2.5,61.785
2020-03-31,DEU,58.91,2.735,65.767
2020-04-01,DEU,60.933,3.107,70.889
2020-04-02,DEU,61.927,3.377,73.552
2020-04-03,DEU,63.036,3.64,75.111
2020-04-04,DEU,63.387,3.869,76.227
2020-04-05,DEU,62.734,3.867,74.835
2020-04-06,DEU,61.802,3.895,73.264
2020-04-07,DEU,61.0,3.936,72.412
2020-04-08,DEU,59.506,3.859,69.426
2020-04-09,DEU,57.822,3.802,67.518
2020-04-10,DEU,55.023,3.641,65.419
2020-04-11,DEU,50.164,3.314,59.806
2020-04-12,DEU,47.66,3.237,57.719
2020-04-13,DEU,46.516,3.216,56.951
2020-04-14,DEU,42.981,3.0,52.429
2020-04-15,DEU,38.32,2.795,48.903
2020-04-16,DEU,34.972,2.606,46.456
2020-04-17,DEU,32.406,2.377,43.901
2020-04-18,DEU,31.889,2.32,43.829
2020-04-19,DEU,30.566,2.192,42.162
2020-04-20,DEU,29.723,2.103,40.71
2020-04-21,DEU,29.913,2.077,41.106
2020-04-22,DEU,29.428,1.943,38.983
2020-04-23,DEU,27.994,1.758,36.044
2020-04-24,DEU,25.72,1.63,32.806
2020-04-25,DEU,23.758,1.475,30.347
2020-04-26,DEU,22.326,1.397,28.643
2020-04-27,DEU,21.164,1.246,26.832
2020-04-28,DEU,20.143,1.119,24.685
2020-04-29,DEU,18.923,1.018,23.594
2020-04-30,DEU,17.105,0.903,21.231
2020-05-01,DEU,16.028,0.824,20.559
2020-05-02,DEU,14.339,0.764,18.508
2020-05-03,DEU,13.223,0.689,16.973
2020-05-04,DEU,12.752,0.665,16.397
2020-05-05,DEU,12.091,0.605,15.485
2020-05-06,DEU,11.441,0.541,14.298
2020-05-07,DEU,11.083,0.511,13.962
2020-05-08,DEU,10.636,0.473,13.23
2020-05-09,DEU,10.742,0.466,13.314
2020-05-10,DEU,10.838,0.446,13.11
2020-05-11,DEU,10.698,0.442,12.978
2020-05-12,DEU,10.627,0.416,12.774
2020-05-13,DEU,10.214,0.396,12.055
2020-05-14,DEU,9.692,0.374,11.047
2020-05-15,DEU,9.017,0.324,10.088
2020-05-16,DEU,8.59,0.3,9.728
2020-05-17,DEU,8.222,0.293,9.368
2020-05-18,DEU,8.18,0.283,9.152
2020-05-19,DEU,7.93,0.278,8.252
2020-05-20,DEU,7.719,0.266,7.809
2020-05-21,DEU,7.579,0.259,7.509
2020-05-22,DEU,6.909,0.236,6.717
2020-05-23,DEU,6.558,0.211,6.345
2020-05-24,DEU,6.344,0.195,6.237
2020-05-25,DEU,6.176,0.19,6.177
2020-05-26,DEU,5.951,0.173,6.261
2020-05-27,DEU,5.757,0.154,5.865
2020-05-28,DEU,5.451,0.135,5.47
2020-05-29,DEU,5.639,0.141,5.745
2020-05-30,DEU,5.5,0.127,5.338
2020-05-31,DEU,5.564,0.115,5.218
2020-06-01,DEU,5.494,0.111,5.026
2020-06-02,DEU,5.022,0.098,4.39
2020-06-03,DEU,4.491,0.086,4.042
2020-06-04,DEU,4.226,0.082,4.078
2020-06-05,DEU,4.226,0.077,3.802
2020-06-06,DEU,4.21,0.072,3.694
2020-06-07,DEU,4.058,0.074,3.682
2020-06-08,DEU,4.034,0.075,3.67
2020-06-09,DEU,4.306,0.072,3.73
2020-06-10,DEU,4.51,0.06,3.598
2020-06-11,DEU,4.544,0.06,3.407
2020-06-12,DEU,4.124,0.05,3.191
2020-06-13,DEU,3.982,0.062,3.395
2020-06-14,DEU,4.008,0.055,3.335
2020-06-15,DEU,4.022,0.058,3.514
2020-06-16,DEU,3.96,0.06,3.574
2020-06-17,DEU,4.118,0.077,3.826
2020-06-18,DEU,4.716,0.072,3.718
2020-06-19,DEU,5.542,0.075,3.922
2020-06-20,DEU,6.633,0.07,3.922
2020-06-21,DEU,7.096,0.075,3.982
2020-06-22,DEU,7.183,0.07,3.874
2020-06-23,DEU,7.505,0.065,3.922
2020-06-24,DEU,7.543,0.053,3.826
2020-06-25,DEU,6.931,0.045,3.862
2020-06-26,DEU,6.597,0.048,3.91
2020-06-27,DEU,5.883,0.045,3.874
2020-06-28,DEU,5.464,0.041,3.706
2020-06-29,DEU,5.427,0.036,3.562
2020-06-30,DEU,5.374,0.041,3.646
2020-07-01,DEU,5.233,0.036,3.514
2020-07-02,DEU,5.183,0.041,3.359
2020-07-03,DEU,5.014,0.039,3.215
2020-07-04,DEU,4.764,0.038,3.155
2020-07-05,DEU,4.709,0.038,3.143
2020-07-06,DEU,4.611,0.045,3.143
2020-07-07,DEU,4.452,0.048,3.047
2020-07-08,DEU,4.346,0.053,2.987
2020-07-09,DEU,4.294,0.055,3.203
2020-07-10,DEU,4.21,0.057,3.131
2020-07-11,DEU,4.21,0.051,2.999
2020-07-12,DEU,4.181,0.048,3.083
2020-07-13,DEU,4.16,0.043,3.095
2020-07-14,DEU,4.169,0.041,3.131
2020-07-15,DEU,4.296,0.038,3.167
2020-07-16,DEU,4.45,0.038,3.263
2020-07-17,DEU,4.685,0.041,3.502
2020-07-18,DEU,4.849,0.048,3.706
2020-07-19,DEU,5.134,0.048,3.754
2020-07-20,DEU,5.214,0.053,3.862
2020-07-21,DEU,5.432,0.051,3.982
2020-07-22,DEU,5.528,0.055,4.114
2020-07-23,DEU,5.804,0.06,4.102
2020-07-24,DEU,6.033,0.053,3.97
2020-07-25,DEU,6.517,0.058,4.006
2020-07-26,DEU,6.688,0.063,4.162
2020-07-27,DEU,6.744,0.057,4.018
2020-07-28,DEU,6.87,0.062,4.114
2020-07-29,DEU,7.262,0.062,4.15
2020-07-30,DEU,7.624,0.057,4.294
2020-07-31,DEU,7.918,0.06,4.438
2020-08-01,DEU,8.105,0.065,4.45
2020-08-02,DEU,8.139,0.062,4.39
2020-08-03,DEU,8.299,0.063,4.642
2020-08-04,DEU,8.761,0.067,4.618
2020-08-05,DEU,9.097,0.07,4.93
2020-08-06,DEU,9.438,0.065,4.834
2020-08-07,DEU,9.961,0.069,4.834
2020-08-08,DEU,10.115,0.055,4.942
2020-08-09,DEU,10.369,0.057,5.014
2020-08-10,DEU,10.396,0.058,4.87
2020-08-11,DEU,10.922,0.046,5.122
2020-08-12,DEU,11.335,0.039,4.894
2020-08-13,DEU,12.077,0.051,5.086
2020-08-14,DEU,12.649,0.043,5.29
2020-08-15,DEU,13.28,0.045,5.374
2020-08-16,DEU,13.364,0.048,5.242
2020-08-17,DEU,13.659,0.053,5.35
2020-08-18,DEU,14.402,0.063,5.35
2020-08-19,DEU,14.978,0.077,5.482
2020-08-20,DEU,15.333,0.062,5.326
2020-08-21,DEU,15.533,0.07,5.302
2020-08-22,DEU,16.022,0.065,5.266
2020-08-23,DEU,16.294,0.062,5.35
2020-08-24,DEU,16.416,0.053,5.218
2020-08-25,DEU,16.227,0.048,5.11
2020-08-26,DEU,16.159,0.034,4.93
2020-08-27,DEU,15.936,0.036,4.762
2020-08-28,DEU,15.809,0.026,4.738
2020-08-29,DEU,15.355,0.026,4.594
2020-08-30,DEU,15.208,0.026,4.462
2020-08-31,DEU,15.16,0.031,4.51
2020-09-01,DEU,14.728,0.029,4.402
2020-09-02,DEU,14.442,0.031,4.522
2020-09-03,DEU,14.082,0.033,4.522
2020-09-04,DEU,14.027,0.043,4.45
2020-09-05,DEU,14.209,0.05,4.522
2020-09-06,DEU,14.676,0.058,4.774
2020-09-07,DEU,14.75,0.06,4.858
2020-09-08,DEU,15.155,0.063,4.87
2020-09-09,DEU,15.257,0.091,4.858
2020-09-10,DEU,15.83,0.101,5.134
2020-09-11,DEU,15.956,0.099,5.338
2020-09-12,DEU,16.246,0.108,5.386
2020-09-13,DEU,16.455,0.11,5.494
2020-09-14,DEU,16.769,0.117,5.686
2020-09-15,DEU,16.899,0.115,6.033
2020-09-16,DEU,17.96,0.11,6.561
2020-09-17,DEU,18.702,0.12,6.933
2020-09-18,DEU,20.024,0.125,7.701
2020-09-19,DEU,20.893,0.129,8.228
2020-09-20,DEU,21.174,0.135,8.204
2020-09-21,DEU,21.052,0.139,8.228
2020-09-22,DEU,21.337,0.161,8.588
2020-09-23,DEU,21.018,0.159,8.552
2020-09-24,DEU,21.08,0.153,8.972
2020-09-25,DEU,21.128,0.168,9.068
2020-09-26,DEU,21.4,0.17,9.044
2020-09-27,DEU,22.072,0.194,9.356
2020-09-28,DEU,22.386,0.188,9.44
2020-09-29,DEU,22.692,0.19,9.56
2020-09-30,DEU,23.287,0.188,9.908
2020-10-01,DEU,24.185,0.197,10.04
2020-10-02,DEU,25.11,0.211,9.956
2020-10-03,DEU,26.131,0.228,10.172
2020-10-04,DEU,26.839,0.204,10.567
2020-10-05,DEU,27.322,0.207,10.687
2020-10-06,DEU,28.316,0.235,11.515
2020-10-07,DEU,30.758,0.257,12.81
2020-10-08,DEU,33.774,0.29,14.538
2020-10-09,DEU,36.762,0.317,16.169
2020-10-10,DEU,40.431,0.35,17.8
2020-10-11,DEU,42.88,0.396,18.724
2020-10-12,DEU,44.799,0.423,19.431
2020-10-13,DEU,47.849,0.464,20.775
2020-10-14,DEU,50.901,0.516,21.423
2020-10-15,DEU,55.611,0.564,22.682
2020-10-16,DEU,61.146,0.632,24.337
2020-10-17,DEU,66.125,0.711,26.173
2020-10-18,DEU,69.628,0.747,27.18
2020-10-19,DEU,72.023,0.797,28.428
2020-10-20,DEU,75.898,0.845,30.455
2020-10-21,DEU,82.873,0.968,33.669
2020-10-22,DEU,91.698,1.105,37.352
2020-10-23,DEU,101.99,1.319,41.022
2020-10-24,DEU,112.398,1.504,44.524
2020-10-25,DEU,121.68,1.614,47.859
2020-10-26,DEU,128.159,1.739,50.102
2020-10-27,DEU,137.712,2.008,54.072
2020-10-28,DEU,148.86,2.192,58.306
2020-10-29,DEU,160.599,2.37,61.677
2020-10-30,DEU,170.771,2.476,64.592
2020-10-31,DEU,179.95,2.584,68.142
2020-11-01,DEU,184.926,2.704,70.181
2020-11-02,DEU,190.206,2.778,72.148
2020-11-03,DEU,195.698,2.839,75.087
2020-11-04,DEU,201.52,3.0,77.942
2020-11-05,DEU,204.872,3.124,79.681
2020-11-06,DEU,209.051,3.247,81.948
2020-11-07,DEU,212.754,3.233,82.692
2020-11-08,DEU,216.072,3.275,82.992
2020-11-09,DEU,215.369,3.271,83.304
2020-11-10,DEU,216.67,3.347,83.304
2020-11-11,DEU,217.134,3.379,83.411
2020-11-12,DEU,219.715,3.549,85.019
2020-11-13,DEU,221.838,3.708,87.43
2020-11-14,DEU,221.517,3.987,89.529
2020-11-15,DEU,221.3,4.248,91.88
2020-11-16,DEU,219.105,4.346,91.796
2020-11-17,DEU,216.891,4.561,93.475
2020-11-18,DEU,218.202,4.842,97.193
2020-11-19,DEU,219.852,5.04,97.781
2020-11-20,DEU,220.244,5.269,98.321
2020-11-21,DEU,221.858,5.471,99.209
2020-11-22,DEU,220.083,5.427,97.973
2020-11-23,DEU,220.025,5.53,98.525
2020-11-24,DEU,220.657,5.571,99.592
2020-11-25,DEU,218.981,5.574,98.525
2020-11-26,DEU,216.161,5.675,100.36
2020-11-27,DEU,214.437,5.829,100.216
2020-11-28,DEU,210.722,5.987,99.928
2020-11-29,DEU,211.025,6.097,101.176
2020-11-30,DEU,210.976,6.17,101.104
2020-12-01,DEU,207.934,6.282,100.876
2020-12-02,DEU,207.617,6.523,102.435
2020-12-03,DEU,209.613,6.777,103.407
2020-12-04,DEU,212.501,7.109,106.777
2020-12-05,DEU,216.022,7.43,109.404
2020-12-06,DEU,217.324,7.613,109.824
2020-12-07,DEU,219.788,7.677,111.287
2020-12-08,DEU,225.189,7.954,114.478
2020-12-09,DEU,231.314,8.307,118.316
2020-12-10,DEU,238.903,8.494,122.43
2020-12-11,DEU,246.787,8.886,126.533
2020-12-12,DEU,255.397,9.173,130.083
2020-12-13,DEU,263.787,9.61,134.305
2020-12-14,DEU,267.676,9.875,136.356
2020-12-15,DEU,272.173,10.096,139.163
2020-12-16,DEU,279.222,10.358,142.63
2020-12-17,DEU,285.61,10.737,145.688
2020-12-18,DEU,290.61,10.886,147.355
2020-12-19,DEU,294.857,11.011,150.798
2020-12-20,DEU,296.74,11.021,151.494
2020-12-21,DEU,299.156,11.068,152.165
2020-12-22,DEU,301.233,11.234,153.077
2020-12-23,DEU,304.756,11.549,155.752
2020-12-24,DEU,309.245,11.871,157.575
2020-12-25,DEU,290.677,11.092,147.415
2020-12-26,DEU,262.279,10.166,134.329
2020-12-27,DEU,244.897,9.841,132.002
2020-12-28,DEU,237.887,9.813,133.789
2020-12-29,DEU,230.052,9.76,134.185
2020-12-30,DEU,227.628,9.853,136.5
2020-12-31,DEU,222.622,9.923,134.977
2021-01-01,DEU,219.929,10.034,136.092
2021-01-02,DEU,214.968,9.872,134.557
2021-01-03,DEU,212.367,9.899,133.945
2021-01-04,DEU,210.683,9.846,132.926
2021-01-05,DEU,208.296,9.649,130.899
2021-01-06,DEU,208.145,9.293,126.617
2021-01-07,DEU,202.829,8.658,122.562
2021-01-08,DEU,214.075,9.097,128.848
2021-01-09,DEU,238.579,9.988,140.111
2021-01-10,DEU,249.943,9.992,140.003
2021-01-11,DEU,249.335,9.868,135.852
2021-01-12,DEU,247.923,9.538,132.806
2021-01-13,DEU,239.58,9.286,129.351
2021-01-14,DEU,233.017,9.361,128.128
2021-01-15,DEU,223.241,9.212,125.489
2021-01-16,DEU,212.554,9.013,122.502
2021-01-17,DEU,207.012,8.905,121.147
2021-01-18,DEU,203.796,8.73,120.919
2021-01-19,DEU,196.387,8.653,118.364
2021-01-20,DEU,189.318,8.431,116.085
2021-01-21,DEU,181.364,8.098,115.222
2021-01-22,DEU,175.236,7.713,112.523
2021-01-23,DEU,169.625,7.385,109.872
2021-01-24,DEU,166.444,7.223,109.428
2021-01-25,DEU,163.739,7.032,107.653
2021-01-26,DEU,159.59,6.835,106.13
2021-01-27,DEU,154.549,6.527,102.615
2021-01-28,DEU,148.277,6.258,100.408
2021-01-29,DEU,142.347,5.857,97.649
2021-01-30,DEU,138.121,5.598,95.142
2021-01-31,DEU,135.337,5.358,92.228
2021-02-01,DEU,133.959,5.314,91.184
2021-02-02,DEU,132.439,5.117,89.181
2021-02-03,DEU,126.93,4.788,87.178
2021-02-04,DEU,122.833,4.496,83.699
2021-02-05,DEU,119.66,4.421,82.788
2021-02-06,DEU,115.299,4.142,80.425
2021-02-07,DEU,112.607,4.037,79.573
2021-02-08,DEU,110.689,3.886,78.554
2021-02-09,DEU,107.84,3.763,75.939
2021-02-10,DEU,102.337,3.607,72.364
2021-02-11,DEU,96.954,3.357,70.145
2021-02-12,DEU,93.292,3.127,66.487
2021-02-13,DEU,90.752,3.018,64.928
2021-02-14,DEU,85.965,2.875,62.9
2021-02-15,DEU,87.111,2.884,63.14
2021-02-16,DEU,87.433,2.802,62.517
2021-02-17,DEU,87.67,2.779,62.757
2021-02-18,DEU,87.18,2.728,61.677
2021-02-19,DEU,86.897,2.611,61.989
2021-02-20,DEU,87.193,2.558,61.221
2021-02-21,DEU,90.937,2.551,62.541
2021-02-22,DEU,89.669,2.533,61.869
2021-02-23,DEU,89.702,2.515,61.761
2021-02-24,DEU,91.297,2.39,60.957
2021-02-25,DEU,93.549,2.315,60.897
2021-02-26,DEU,94.729,2.243,59.938
2021-02-27,DEU,96.023,2.18,59.734
2021-02-28,DEU,95.835,2.14,59.134
2021-03-01,DEU,96.57,2.103,58.498
2021-03-02,DEU,97.056,2.067,57.827
2021-03-03,DEU,98.432,2.027,57.335
2021-03-04,DEU,98.443,1.919,56.051
2021-03-05,DEU,98.85,1.861,54.756
2021-03-06,DEU,99.171,1.787,54.0
2021-03-07,DEU,100.264,1.784,53.724
2021-03-08,DEU,100.113,1.797,53.509
2021-03-09,DEU,100.386,1.753,52.789
2021-03-10,DEU,101.33,1.727,53.101
2021-03-11,DEU,105.932,1.797,53.533
2021-03-12,DEU,111.118,1.857,55.608
2021-03-13,DEU,116.092,1.912,56.759
2021-03-14,DEU,119.809,1.9,58.031
2021-03-15,DEU,122.333,1.892,59.374
2021-03-16,DEU,125.758,1.907,61.089
2021-03-17,DEU,133.078,1.991,62.96
2021-03-18,DEU,140.549,2.001,64.724
2021-03-19,DEU,146.673,2.061,65.923
2021-03-20,DEU,152.057,2.103,68.022
2021-03-21,DEU,156.775,2.133,68.442
2021-03-22,DEU,158.694,2.188,69.522
2021-03-23,DEU,162.214,2.221,70.877
2021-03-24,DEU,168.495,2.3,72.784
2021-03-25,DEU,175.833,2.387,75.939
2021-03-26,DEU,184.697,2.421,78.29
2021-03-27,DEU,192.125,2.526,80.353
2021-03-28,DEU,196.515,2.611,82.224
2021-03-29,DEU,199.303,2.615,82.98
2021-03-30,DEU,202.896,2.742,84.743
2021-03-31,DEU,204.497,2.764,85.894
2021-04-01,DEU,206.791,2.824,86.986
2021-04-02,DEU,205.946,2.822,87.37
2021-04-03,DEU,198.141,2.723,84.515
2021-04-04,DEU,189.253,2.692,83.591
2021-04-05,DEU,188.503,2.723,83.891
2021-04-06,DEU,181.684,2.596,81.06
2021-04-07,DEU,166.453,2.558,78.997
2021-04-08,DEU,166.004,2.543,81.66
2021-04-09,DEU,173.434,2.589,84.047
2021-04-10,DEU,186.813,2.67,89.061
2021-04-11,DEU,199.591,2.733,90.812
2021-04-12,DEU,202.518,2.711,91.76
2021-04-13,DEU,211.253,2.774,95.694
2021-04-14,DEU,237.337,2.814,99.293
2021-04-15,DEU,245.608,2.85,97.493
2021-04-16,DEU,244.419,2.812,95.934
2021-04-17,DEU,244.066,2.793,94.998
2021-04-18,DEU,243.437,2.762,94.95
2021-04-19,DEU,243.355,2.786,94.77
2021-04-20,DEU,243.66,2.815,95.742
2021-04-21,DEU,245.786,2.834,96.594
2021-04-22,DEU,247.193,2.795,96.258
2021-04-23,DEU,247.834,2.824,97.014
2021-04-24,DEU,247.625,2.843,97.229
2021-04-25,DEU,248.154,2.827,97.085
2021-04-26,DEU,247.913,2.776,96.222
2021-04-27,DEU,247.722,2.762,94.375
2021-04-28,DEU,243.074,2.661,91.316
2021-04-29,DEU,235.591,2.558,89.133
2021-04-30,DEU,228.68,2.437,86.11
2021-05-01,DEU,222.162,2.329,83.591
2021-05-02,DEU,217.101,2.241,82.392
2021-05-03,DEU,213.65,2.238,81.564
2021-05-04,DEU,208.385,2.118,79.717
2021-05-05,DEU,201.046,2.061,77.222
2021-05-06,DEU,193.916,1.991,75.123
2021-05-07,DEU,186.631,1.895,72.832
2021-05-08,DEU,180.288,1.845,70.505
2021-05-09,DEU,175.091,1.777,67.638
2021-05-10,DEU,172.808,1.731,66.331
2021-05-11,DEU,169.851,1.671,64.148
2021-05-12,DEU,162.611,1.556,62.229
2021-05-13,DEU,155.104,1.468,59.698
2021-05-14,DEU,142.277,1.338,54.612
2021-05-15,DEU,128.868,1.217,50.198
2021-05-16,DEU,123.016,1.196,49.37
2021-05-17,DEU,121.224,1.158,48.915
2021-05-18,DEU,117.547,1.119,47.163
2021-05-19,DEU,109.952,1.033,43.661
2021-05-20,DEU,101.111,0.924,40.386
2021-05-21,DEU,98.986,0.905,39.607
2021-05-22,DEU,98.895,0.876,38.851
2021-05-23,DEU,94.142,0.811,35.984
2021-05-24,DEU,90.254,0.768,33.633
2021-05-25,DEU,84.354,0.667,29.663
2021-05-26,DEU,69.546,0.598,26.328
2021-05-27,DEU,62.422,0.576,24.649
2021-05-28,DEU,59.624,0.543,23.198
2021-05-29,DEU,55.507,0.488,21.639
2021-05-30,DEU,51.857,0.458,20.919
2021-05-31,DEU,51.178,0.447,20.643
2021-06-01,DEU,52.275,0.451,21.075
2021-06-02,DEU,54.737,0.404,20.379
2021-06-03,DEU,50.184,0.353,18.04
2021-06-04,DEU,43.579,0.308,16.385
2021-06-05,DEU,38.609,0.271,14.778
2021-06-06,DEU,36.243,0.254,14.058
2021-06-07,DEU,35.438,0.242,13.722
2021-06-08,DEU,34.199,0.219,13.002
2021-06-09,DEU,31.512,0.197,12.199
2021-06-10,DEU,28.729,0.161,11.407
2021-06-11,DEU,27.608,0.147,11.215
2021-06-12,DEU,26.872,0.142,10.915
2021-06-13,DEU,25.162,0.12,10.088
2021-06-14,DEU,24.099,0.115,9.716
2021-06-15,DEU,22.757,0.118,9.26
2021-06-16,DEU,19.615,0.115,8.312
2021-06-17,DEU,17.18,0.111,7.737
2021-06-18,DEU,15.264,0.106,7.089
2021-06-19,DEU,13.876,0.094,6.633
2021-06-20,DEU,12.893,0.089,6.585
2021-06-21,DEU,12.481,0.081,6.345
2021-06-22,DEU,11.928,0.065,5.985
2021-06-23,DEU,10.842,0.063,5.733
2021-06-24,DEU,9.921,0.053,5.35
2021-06-25,DEU,9.352,0.05,5.074
2021-06-26,DEU,8.852,0.053,4.786
2021-06-27,DEU,8.417,0.051,4.546
2021-06-28,DEU,8.326,0.051,4.402
2021-06-29,DEU,8.18,0.05,4.162
2021-06-30,DEU,7.889,0.046,3.958
2021-07-01,DEU,7.826,0.043,3.898
2021-07-02,DEU,7.622,0.043,3.982
2021-07-03,DEU,7.5,0.039,3.97
2021-07-04,DEU,7.545,0.043,3.85
2021-07-05,DEU,7.519,0.043,3.85
2021-07-06,DEU,7.574,0.039,3.958
2021-07-07,DEU,7.858,0.036,4.018
2021-07-08,DEU,8.024,0.039,3.97
2021-07-09,DEU,8.449,0.034,3.79
2021-07-10,DEU,8.929,0.039,4.054
2021-07-11,DEU,9.416,0.046,4.378
2021-07-12,DEU,9.592,0.043,4.378
2021-07-13,DEU,10.016,0.046,4.426
2021-07-14,DEU,11.213,0.048,4.522
2021-07-15,DEU,12.349,0.053,4.714
2021-07-16,DEU,13.312,0.053,4.75
2021-07-17,DEU,14.459,0.048,4.774
2021-07-18,DEU,15.295,0.046,4.75
2021-07-19,DEU,15.615,0.051,4.978
2021-07-20,DEU,16.695,0.051,5.386
2021-07-21,DEU,17.682,0.057,5.662
2021-07-22,DEU,18.828,0.058,6.033
2021-07-23,DEU,20.036,0.063,6.489
2021-07-24,DEU,20.895,0.063,6.849
2021-07-25,DEU,21.431,0.072,7.125
2021-07-26,DEU,21.669,0.069,7.053
2021-07-27,DEU,22.067,0.07,6.921
2021-07-28,DEU,23.367,0.067,7.653
2021-07-29,DEU,24.31,0.089,8.24
2021-07-30,DEU,25.014,0.098,8.576
2021-07-31,DEU,25.717,0.117,9.032
2021-08-01,DEU,26.349,0.115,9.128
2021-08-02,DEU,26.599,0.123,9.476
2021-08-03,DEU,27.381,0.135,10.363
2021-08-04,DEU,28.506,0.144,10.639
2021-08-05,DEU,29.699,0.129,10.675
2021-08-06,DEU,31.231,0.139,11.179
2021-08-07,DEU,32.963,0.144,11.527
2021-08-08,DEU,34.382,0.153,12.019
2021-08-09,DEU,34.996,0.153,12.127
2021-08-10,DEU,36.371,0.163,12.69
2021-08-11,DEU,39.475,0.183,13.926
2021-08-12,DEU,43.078,0.204,15.461
2021-08-13,DEU,46.365,0.224,16.961
2021-08-14,DEU,50.215,0.224,18.28
2021-08-15,DEU,53.383,0.235,19.252
2021-08-16,DEU,54.972,0.247,20.163
2021-08-17,DEU,57.717,0.255,21.686
2021-08-18,DEU,63.466,0.278,23.306
2021-08-19,DEU,68.795,0.315,24.673
2021-08-20,DEU,74.349,0.329,25.801
2021-08-21,DEU,79.582,0.358,26.772
2021-08-22,DEU,83.319,0.37,27.624
2021-08-23,DEU,85.08,0.384,28.38
2021-08-24,DEU,88.588,0.427,30.131
2021-08-25,DEU,95.408,0.461,32.386
2021-08-26,DEU,102.206,0.485,34.293
2021-08-27,DEU,107.236,0.511,35.588
2021-08-28,DEU,109.911,0.541,36.908
2021-08-29,DEU,112.627,0.588,38.191
2021-08-30,DEU,113.727,0.601,38.491
2021-08-31,DEU,114.612,0.612,38.155
2021-09-01,DEU,117.489,0.646,38.575
2021-09-02,DEU,120.955,0.667,38.623
2021-09-03,DEU,122.831,0.718,38.959
2021-09-04,DEU,125.7,0.739,39.511
2021-09-05,DEU,127.538,0.749,39.427
2021-09-06,DEU,128.066,0.74,39.463
2021-09-07,DEU,127.941,0.768,39.739
2021-09-08,DEU,128.868,0.788,39.715
